fold,epoch,train_loss,val_loss
2,4,0.571847908952673,0.5753990167476095
2,5,0.5620177133611662,0.5482885543302999
2,6,0.5560871521163531,0.5554361887620607
2,7,0.551217433606321,0.5514482488103553
2,8,0.54616536296833,0.5685310830056199
2,9,0.5392829246609556,0.5504540859792217
2,10,0.5384963312631506,0.5466384675757887
2,11,0.5363595582093564,0.5547487776882735
2,12,0.532107980943248,0.5417636709531262
2,13,0.5297260249206635,0.5461761018249718
2,14,0.5267895229787655,0.5543556175255413
2,15,0.5223671629834075,0.5407668033665888
2,16,0.5241199402068548,0.547684442504734
2,17,0.5180376654614283,0.5603565088229856
2,18,0.5183714654100289,0.5400031322358835
2,19,0.5126397415392678,0.5394464153281303
2,20,0.5129837851462555,0.5422137530459921
2,21,0.5099284291963831,0.5398620207439406
2,22,0.5099186462445845,0.5681459240730179
2,23,0.5068162391882683,0.5478153254664581
2,24,0.5063327843330668,0.5798262422873008
2,25,0.5045537244538226,0.5561552528934048
2,26,0.5076332599193784,0.6048691656411224
2,27,0.5022031634649128,0.5569838594174991
2,28,0.5008507096434109,0.5395159193028819
2,29,0.49882409917656834,0.5406617858257144
2,30,0.4981022188736958,0.5886486099744186
2,31,0.49767361526963927,0.5751116322761215
2,32,0.4954473926824078,0.5672379954889035
2,33,0.4955585409782451,0.544312468073644
2,34,0.494841072513921,0.5494798707200479
2,35,0.49446231130434726,0.5408103585498699
2,36,0.4944750947063386,0.5529458403263436
2,37,0.49081289794069266,0.5555503207770874
2,38,0.48951814593000736,0.6093253961823487
2,39,0.4918292986962849,0.545538399835754
2,40,0.489826372344431,0.5458107615454865
2,41,0.4884120478980535,0.5417386430173775
2,42,0.4911111933709748,0.5505837013864957
2,43,0.48541862531774926,0.5471132317648602
2,44,0.48647906309889616,0.5465099968716421
2,45,0.4869175029899449,0.545588588329715
2,46,0.48602304272070435,0.5423541540008733
2,47,0.48514335923331375,0.5450731713801139
2,48,0.4873590001151102,0.5450999430269656
2,49,0.481981322620163,0.5515746904368096
2,50,0.4820815720079602,0.5471729468483927
3,1,0.6641187143846461,0.6570064867576272
3,2,0.6125161963169949,0.5790104829729157
3,3,0.5760431934986876,0.5561411265104763
3,4,0.572710024330639,0.5556555237605482
3,5,0.5608247906704071,0.5621908279315454
3,6,0.548843722813859,0.5592604039706603
3,7,0.5505817621585951,0.5427508805783893
3,8,0.5419103141794813,0.5470291132006442
3,9,0.5380069376941944,0.5736152814585818
3,10,0.5379157973902646,0.5472084218697932
3,11,0.5347307376322914,0.5376080815959845
3,12,0.5288900511746164,0.5443627734859874
3,13,0.5270202839622097,0.5375993856438838
3,14,0.5232308419409245,0.5362693021844352
3,15,0.5239370708347212,0.5413911026265806
3,16,0.5219496021532782,0.5381910527309954
3,17,0.5150594405327726,0.546175390497916
3,18,0.5142465809199438,0.541746574452774
3,19,0.515394026255132,0.5487960339594659
3,20,0.5146598796226144,0.543478153915153
3,21,0.5103096083856564,0.5413756511678913
3,22,0.5065896033182382,0.5370400852292505
3,23,0.5066017116464592,0.5385628397411042
3,24,0.5057930438346635,0.5431672945696184
3,25,0.507739705655385,0.5505263168117273
3,26,0.5027224335723874,0.54534327548485
3,27,0.5047498544102829,0.5384303906299299
3,28,0.5006058438042365,0.5491405749452675
3,29,0.496620503057174,0.5433167553096112
3,30,0.49867366834668286,0.5372048975693193
3,31,0.49790468707067137,0.5584668648666916
3,32,0.49801230544648345,0.5512016993576756
3,33,0.49315591620190957,0.5466672522731065
3,34,0.49232208990334214,0.5425308042802073
3,35,0.49318373842843727,0.5385195091001804
3,36,0.4942843867045312,0.5410864823990628
3,37,0.4919802863866469,0.5394924172603338
3,38,0.4899313172623055,0.5535063391021228
3,39,0.48795056907831025,0.5726804182432187
3,40,0.4880478624129966,0.574485102872366
3,41,0.4901296100228275,0.5536968461992011
3,42,0.48577638634267317,0.5514540301864154
3,43,0.4860737864913621,0.552358446577177
3,44,0.4854336120235755,0.5415874896870424
3,45,0.4854345185910933,0.5604765816902565
3,46,0.4870996849455635,0.5584112652636861
3,47,0.48413978064751784,0.5427637999771456
3,48,0.48480990734493995,0.5435830857937392
3,49,0.48369062237304306,0.54418765584864
3,50,0.4831744420923161,0.5441829683925379
